T(K),a,da/dT
1060.4,0.94448434,0.00064465
1061.4,0.94516099,0.00066225
1062.15,0.94567983,0.00067974
1062.65,0.94603072,0.00069674
1063.65,0.94673173,0.00071353
1064.4,0.94729266,0.00072941
1064.9,0.94767911,0.00074413
1066.15,0.94858870,0.00075779
1066.65,0.94901045,0.00077016
1068.4,0.95034969,0.00078146
1068.9,0.95077728,0.00079059
1069.9,0.95156968,0.00079827
1070.4,0.95199100,0.00080382
1071.15,0.95262173,0.00080721
1072.15,0.95348458,0.00080784
1072.9,0.95414915,0.00080607
1073.4,0.95459879,0.00080245
1074.4,0.95551677,0.00079643
1074.9,0.95597999,0.00078849
1075.65,0.95667650,0.00078029
1076.65,0.95759890,0.00076588
1077.15,0.95805593,0.00075294
1077.9,0.95872516,0.00073929
1078.9,0.95959303,0.00071718
1079.4,0.96000856,0.00069805
1080.15,0.96061458,0.00067574
1081.15,0.96138210,0.00065160
1081.65,0.96173774,0.00062577
1082.9,0.96257598,0.00059787
1083.4,0.96288097,0.00056834
1084.15,0.96330956,0.00053787
1085.15,0.96382703,0.00050701
1085.65,0.96406269,0.00047589
1086.4,0.96441026,0.00044439
1087.4,0.96474024,0.00041264
1087.9,0.96493906,0.00038114
1088.9,0.96527065,0.00034969
1089.65,0.96542255,0.00031897
1090.15,0.96552774,0.00028959
1090.9,0.96568400,0.00026144
1091.65,0.96575323,0.00023398
1092.65,0.96584658,0.00020791
1093.4,0.96587057,0.00018395
1093.9,0.96586735,0.00016272
1094.65,0.96586923,0.00014275
1095.65,0.96586494,0.00012420
1096.4,0.96585337,0.00010729
1097.15,0.96584354,0.00009129
1098.15,0.96583558,0.00007608
1098.65,0.96583122,0.00006480
1099.4,0.96582954,0.00005231
1100.4,0.96583084,0.00004147
1100.9,0.96583878,0.00003718
1101.65,0.96584971,0.00003024
1102.65,0.96583800,0.00002387
1103.4,0.96582932,0.00002195
1104.4,0.96581300,0.00002014
1104.9,0.96578549,0.00002098
1105.65,0.96580871,0.00002186
1106.65,0.96577518,0.00002287
1107.15,0.96578863,0.00002467
1107.9,0.96578317,0.00002662
1108.9,0.96576062,0.00002820
1109.65,0.96575853,0.00003010
1110.15,0.96577619,0.00003134
1111.15,0.96575893,0.00003574
1111.65,0.96579799,0.00003953
1112.4,0.96579118,0.00004083
1113.15,0.96580891,0.00004413
1114.9,0.96587318,0.00004881
1115.65,0.96590368,0.00005293
1116.15,0.96593191,0.00005875
1117.15,0.96596400,0.00006103
1117.65,0.96597985,0.00006440
1118.4,0.96602224,0.00006824
1119.4,0.96609406,0.00006978
1119.9,0.96606448,0.00007263
1120.65,0.96601733,0.00007456
1121.65,0.96597242,0.00007665
1122.15,0.96590751,0.00007672
1123.15,0.96579639,0.00007642
1123.9,0.96575626,0.00007601
1124.4,0.96570114,0.00007595
1125.4,0.96555373,0.00007541
1126.15,0.96545542,0.00007791
1126.65,0.96536283,0.00007995
1127.65,0.96524176,0.00008248
1128.4,0.96514526,0.00008498
1128.9,0.96507276,0.00008851
1129.9,0.96500123,0.00009158
1130.65,0.96493378,0.00009383
1131.15,0.96489453,0.00009687
1131.9,0.96484702,0.00009915
1132.9,0.96480952,0.00010137
1133.65,0.96480313,0.00010020
1134.4,0.96485276,0.00009920
1135.15,0.96484729,0.00009971
1135.65,0.96484331,0.00009786
1136.9,0.96497994,0.00009435
1137.4,0.96502988,0.00009117
1138.4,0.96515980,0.00008589
1139.15,0.96523813,0.00008264
1139.65,0.96530523,0.00007899
1140.65,0.96545077,0.00007456
1141.4,0.96555349,0.00007231
1142.15,0.96566398,0.00006936
1143.15,0.96579297,0.00006712
1143.9,0.96587488,0.00006585
1144.4,0.96592286,0.00006588
1145.4,0.96600501,0.00006729
1146.15,0.96605622,0.00006715
1147.15,0.96611268,0.00006949
1147.9,0.96614705,0.00007223
1148.4,0.96616644,0.00007188
1149.15,0.96619045,0.00007260
1149.4,0.96619715,0.00007296
1149.9,0.96620863,0.00007452
1150.65,0.96622105,0.00007550
1151.9,0.96622894,0.00007653
1152.65,0.96622582,0.00007818
1153.65,0.96621215,0.00007992
1154.9,0.96617907,0.00008274
1155.65,0.96615026,0.00008671
1156.65,0.96610095,0.00009154
1157.65,0.96603880,0.00009718
1158.65,0.96596344,0.00010377
1159.4,0.96589805,0.00011119
1160.4,0.96579875,0.00011933
1162.4,0.96555757,0.00012820
1163.15,0.96545220,0.00013552
1163.65,0.96537738,0.00014478
1164.9,0.96517418,0.00015692
1165.4,0.96508643,0.00016995
1166.15,0.96494787,0.00018322
1167.15,0.96475009,0.00019669
1167.9,0.96459189,0.00021048
1168.9,0.96436761,0.00022278
1169.4,0.96424967,0.00023490
1170.15,0.96406540,0.00024708
1171.15,0.96380582,0.00025928
1171.65,0.96367001,0.00027096
1172.4,0.96345868,0.00028318
1173.4,0.96316253,0.00029616
