T(K),a,da/dT
1005.65,0.919959704,0.000529032
1006.15,0.920199425,0.000548883
1007.4,0.9210196,0.000569025
1008.15,0.921443568,0.000586962
1008.65,0.921724426,0.000607842
1009.65,0.922407947,0.000628219
1010.4,0.922875942,0.000642165
1011.15,0.923382171,0.000660069
1011.9,0.92391453,0.000675548
1012.9,0.924580966,0.000686383
1013.65,0.925100637,0.000697525
1014.65,0.92579817,0.000705008
1015.15,0.926148965,0.000706769
1016.15,0.926854865,0.000711863
1016.9,0.927389746,0.000712043
1017.65,0.927921107,0.000711238
1018.4,0.928464356,0.000711082
1019.4,0.929167221,0.000711053
1020.15,0.929700139,0.000708068
1020.9,0.93023165,0.000714398
1021.65,0.930761326,0.000708665
1022.4,0.931309163,0.000708454
1023.4,0.931967645,0.000702037
1024.15,0.93253197,0.000702075
1024.65,0.932878496,0.000699067
1025.65,0.933522556,0.000692323
1026.4,0.934082452,0.000691665
1027.15,0.934594734,0.000686531
1028.15,0.935249981,0.000682751
1028.9,0.935780166,0.000679651
1029.65,0.936283142,0.00067692
1030.65,0.936924717,0.000671999
1031.4,0.937443217,0.00066756
1032.15,0.937934914,0.000663547
1032.9,0.938401853,0.000656754
1033.65,0.938909582,0.000648945
1034.4,0.93939157,0.000640256
1035.65,0.940161352,0.000630371
1036.15,0.940513997,0.000618548
1036.9,0.940907116,0.000603789
1037.9,0.941521609,0.000587899
1038.65,0.941951904,0.000570476
1039.4,0.942346847,0.000552849
1040.15,0.942748208,0.000530221
1040.9,0.943133844,0.000511162
1042.15,0.943761671,0.00049078
1042.65,0.943992285,0.000466216
1043.15,0.944216277,0.000447563
1044.15,0.944627744,0.000428696
1044.9,0.944951889,0.000408658
1045.4,0.945134556,0.000391182
1046.65,0.945622433,0.000375118
1047.4,0.945903203,0.000360191
1047.9,0.946068006,0.00034836
1049.15,0.946490406,0.000337774
1049.65,0.946659384,0.000326131
1050.4,0.946894163,0.000317773
1051.4,0.947210987,0.000311646
1052.15,0.947429972,0.000304843
1052.65,0.947585706,0.000307538
1053.9,0.947964043,0.00029917
1054.4,0.948107585,0.000297386
1055.65,0.948484171,0.000296783
1056.15,0.948627134,0.000294159
1056.9,0.94885103,0.000293118
1057.9,0.949150583,0.000292014
1058.4,0.949300666,0.00029201
1059.4,0.949600668,0.000290357
1060.15,0.949814076,0.000289629
1060.9,0.950011524,0.00028642
1061.4,0.950155523,0.000285234
1062.65,0.950522626,0.000278977
1063.4,0.950715365,0.000274823
1063.9,0.950850888,0.000271167
1064.9,0.951117182,0.000266875
1065.65,0.951313401,0.000262353
1066.15,0.951457949,0.000259005
1067.4,0.951792411,0.000255458
1068.15,0.951981629,0.00025275
1068.4,0.952032349,0.000250369
1069.65,0.952356065,0.000248655
1070.4,0.952541525,0.000248006
1071.15,0.952720154,0.000246602
1071.9,0.952908549,0.000246177
1072.65,0.953093163,0.000244919
1073.65,0.953342945,0.000244406
1074.4,0.953526592,0.000243406
1075.15,0.953722099,0.000242395
1075.9,0.953903944,0.000242018
1076.4,0.954024337,0.00024163
1077.15,0.95418798,0.000239764
1078.4,0.954493742,0.00023877
1078.9,0.954612205,0.000238917
1079.65,0.954797391,0.000237196
1080.65,0.95502197,0.000235462
1081.15,0.955137149,0.000232888
1081.9,0.955308341,0.000229245
1082.9,0.955534327,0.000227494
1083.4,0.95565335,0.00022623
1084.4,0.95587017,0.000225606
1085.15,0.956041467,0.000221675
1086.65,0.956371422,0.000219929
1087.4,0.956538166,0.000218242
1087.9,0.956649178,0.000216164
1089.15,0.956926145,0.000214991
1089.65,0.957029192,0.000214065
1090.4,0.957183206,0.000213898
1091.15,0.957339101,0.000214047
1092.15,0.957552083,0.000216241
1092.65,0.957660973,0.000218953
1093.65,0.957883335,0.000222644
1094.65,0.958111203,0.000225189
1095.9,0.958402639,0.000228988
1096.4,0.958520998,0.000232665
1097.4,0.958760417,0.000237371
1098.4,0.959003059,0.000241024
1098.9,0.959125444,0.00024446
1099.9,0.959372039,0.00024725
1100.65,0.959558343,0.000249136
1101.15,0.959683077,0.000251304
1101.9,0.959870822,0.000251848
1102.65,0.96005915,0.000252352
1103.15,0.960184931,0.000252045
1104.15,0.96043681,0.000251583
1104.9,0.960625824,0.00025126
1105.65,0.960814797,0.000251532
1106.65,0.961066496,0.000251407
1107.15,0.961192164,0.000251152
1108.4,0.961505656,0.000250772
1109.15,0.961693245,0.000250265
1109.65,0.96181809,0.000249708
1110.65,0.962067246,0.000249114
1111.4,0.962253627,0.000248493
1111.9,0.962377632,0.000247854
1113.15,0.962686671,0.000247202
1113.65,0.962809876,0.000246542
1114.15,0.962932839,0.000245877
1115.15,0.963178063,0.000245211
1115.9,0.963361402,0.000244545
1116.4,0.963483363,0.000243885
1117.65,0.963787365,0.000243234
1118.15,0.963908612,0.000242601
1119.15,0.964150539,0.000241997
1119.65,0.964271247,0.000241438
1120.65,0.964512258,0.000240946
1121.65,0.964752864,0.000240549
1122.15,0.964873063,0.000240284
1122.9,0.965053275,0.000240197
1123.9,0.965293471,0.000240345
