T(K),a,da/dT
915.65,0.870527295,4.18E-04
916.4,0.870796052,3.58E-04
917.4,0.87108438,2.88E-04
918.15,0.871341803,3.43E-04
918.9,0.871542004,2.67E-04
920.15,0.87186371,2.57E-04
920.65,0.87200577,2.84E-04
921.4,0.872190389,2.46E-04
922.4,0.872413876,2.23E-04
923.15,0.872598869,2.47E-04
923.9,0.872767504,2.25E-04
924.9,0.872981057,2.14E-04
925.65,0.873153056,2.29E-04
926.15,0.87326195,2.18E-04
927.15,0.873481179,2.19E-04
927.9,0.873637989,2.09E-04
928.65,0.873801185,2.18E-04
929.65,0.874042553,2.41E-04
930.4,0.874244109,2.69E-04
931.15,0.874398544,2.06E-04
932.15,0.874696246,2.98E-04
932.9,0.874942416,3.28E-04
933.65,0.875129364,2.49E-04
934.65,0.875483679,3.54E-04
935.4,0.875722916,3.19E-04
936.15,0.875994409,3.62E-04
937.15,0.876368796,3.74E-04
937.9,0.87667297,4.06E-04
938.65,0.87695011,3.70E-04
939.65,0.877370254,4.20E-04
940.4,0.877676224,4.08E-04
941.15,0.877962149,3.81E-04
942.15,0.878355078,3.93E-04
942.9,0.878646727,3.89E-04
943.4,0.87884251,3.92E-04
944.65,0.87931048,3.74E-04
945.15,0.879495234,3.70E-04
947.15,0.880216814,3.61E-04
947.65,0.880399323,3.65E-04
948.4,0.880668388,3.59E-04
949.4,0.881023404,3.55E-04
950.15,0.88131014,3.82E-04
950.9,0.881595631,3.81E-04
951.9,0.881977122,3.81E-04
952.65,0.882295425,4.24E-04
953.4,0.882612396,4.23E-04
954.4,0.88303985,4.27E-04
955.15,0.883385895,4.61E-04
955.9,0.883760005,4.99E-04
956.9,0.884248599,4.89E-04
957.65,0.884629577,5.08E-04
958.4,0.885065494,5.81E-04
959.15,0.885475675,5.47E-04
959.9,0.885900588,5.67E-04
960.65,0.886375325,6.33E-04
961.9,0.887122573,5.98E-04
962.4,0.887445381,6.46E-04
963.15,0.887921732,6.35E-04
964.15,0.888537837,6.16E-04
964.9,0.888997061,6.12E-04
965.65,0.889440738,5.92E-04
966.65,0.89002075,5.80E-04
967.4,0.890444731,5.65E-04
967.9,0.890695293,5.01E-04
969.15,0.891311898,4.93E-04
969.9,0.891676294,4.86E-04
971.4,0.892265432,3.93E-04
972.4,0.892656809,3.91E-04
972.9,0.892795214,2.77E-04
973.9,0.893109079,3.14E-04
974.65,0.893358268,0.000332252
975.4,0.893507954,2.00E-04
976.4,0.89380359,2.96E-04
977.15,0.894024261,2.94E-04
977.65,0.894204171,3.60E-04
978.9,0.894488347,2.27E-04
979.65,0.894676418,2.51E-04
980.65,0.894932843,2.56E-04
981.15,0.895088647,3.12E-04
982.15,0.895336625,2.48E-04
983.15,0.895623154,2.87E-04
983.65,0.895795492,3.45E-04
984.65,0.896083493,2.88E-04
985.4,0.896351184,3.57E-04
986.15,0.896605206,3.39E-04
986.9,0.896867594,3.50E-04
987.9,0.897227877,3.60E-04
988.65,0.897502511,3.66E-04
989.15,0.897686067,3.67E-04
990.4,0.898120929,3.48E-04
990.9,0.898317334,3.93E-04
991.4,0.898490761,3.47E-04
992.65,0.898917278,3.41E-04
993.4,0.899139611,2.96E-04
994.15,0.899363347,2.98E-04
995.15,0.899645283,2.82E-04
995.9,0.899844413,2.66E-04
996.65,0.900033179,2.52E-04
997.65,0.900270889,2.38E-04
998.4,0.900441986,2.28E-04
998.9,0.900554357,2.25E-04
1000.15,0.900836644,2.26E-04
1000.9,0.901013012,2.35E-04
1001.4,0.901099855,1.74E-04
1002.65,0.901352862,2.02E-04
1003.15,0.90153931,3.73E-04
1003.9,0.901777964,3.18E-04
1005.15,0.902228037,3.60E-04
1005.65,0.902426526,3.97E-04
1006.15,0.902672295,4.92E-04
1007.4,0.903201433,4.23E-04
1008.15,0.90357089,4.93E-04
1008.65,0.903864783,5.88E-04
1009.65,0.904376891,5.12E-04
1010.4,0.904812491,5.81E-04
1011.15,0.905267978,6.07E-04
1011.9,0.905766382,6.65E-04
1012.9,0.906375643,6.09E-04
1013.65,0.906899319,6.98E-04
1014.65,0.907575437,6.76E-04
1015.15,0.907924621,6.98E-04
1016.15,0.908624874,7.00E-04
1016.9,0.909145549,6.94E-04
1017.65,0.909671686,7.02E-04
1018.4,0.910175728,6.72E-04
1019.4,0.910863603,6.88E-04
1020.15,0.911360398,6.62E-04
1020.9,0.911827552,6.23E-04
1021.65,0.912300645,6.31E-04
1022.4,0.912784209,6.45E-04
1023.4,0.913358137,5.74E-04
1024.15,0.913817777,6.13E-04
1024.65,0.914076232,5.17E-04
1025.65,0.914630507,5.54E-04
1026.4,0.91503569,5.40E-04
1027.15,0.915432751,5.29E-04
1028.15,0.915976696,5.44E-04
1028.9,0.916331393,4.73E-04
1029.65,0.916707097,5.01E-04
1030.65,0.917227125,5.20E-04
1031.4,0.91761933,5.23E-04
1032.15,0.917931454,4.16E-04
1032.9,0.918316457,5.13E-04
1033.65,0.918673896,4.77E-04
1034.4,0.919006319,4.43E-04
1035.65,0.91963822,5.06E-04
1036.15,0.91987096,4.65E-04
1036.9,0.920178978,4.11E-04
1037.9,0.920656773,4.78E-04
1038.65,0.92101312,4.75E-04
1039.4,0.92132304,4.13E-04
1040.15,0.921640603,4.23E-04
1040.9,0.921944105,4.05E-04
1042.15,0.922411807,3.74E-04
1042.65,0.922605257,3.87E-04
1043.15,0.922745283,0.000280053
1044.15,0.923037308,0.000292025
1044.9,0.923227166,2.53E-04
1045.4,0.923339553,0.000224774
1046.65,0.923616051,0.000221198
1047.4,0.923723642,0.000143455
1047.9,0.9237422,3.71E-05
1049.15,0.923897993,0.000124634
