T(K),a,da/dT
1049.65,0.923911493,2.70E-05
1050.4,0.923930515,2.54E-05
1051.4,0.92400105,7.05E-05
1052.15,0.924015205,1.89E-05
1052.65,0.923987934,-5.45E-05
1053.9,0.924030597,3.41E-05
1054.4,0.924020145,-2.09E-05
1055.65,0.924034189,1.12E-05
1056.15,0.924019628,-2.91E-05
1056.9,0.924033254,1.82E-05
1057.9,0.924071603,3.83E-05
1058.4,0.924074512,5.82E-06
1059.4,0.924103086,2.86E-05
1060.15,0.924130516,3.66E-05
1060.9,0.924164258,4.50E-05
1061.4,0.924194533,6.06E-05
1062.65,0.924275964,6.51E-05
1063.4,0.924332259,7.51E-05
1063.9,0.924374925,8.53E-05
1064.9,0.9244642,8.93E-05
1065.65,0.924535419,9.50E-05
1066.15,0.924582006,9.32E-05
1067.4,0.924695214,9.06E-05
1068.15,0.924754332,7.88E-05
1068.4,0.924777408,9.23E-05
1069.65,0.924862651,6.82E-05
1070.4,0.924911831,6.56E-05
1071.15,0.92495933,6.33E-05
1071.9,0.924992791,4.46E-05
1072.65,0.9250382,6.05E-05
1073.65,0.92514345,1.05E-04
1074.4,0.925177028,4.48E-05
1075.15,0.925234532,7.67E-05
1075.9,0.925323522,1.19E-04
1076.4,0.925338084,2.91E-05
1077.15,0.925373936,4.78E-05
1078.4,0.925560298,1.49E-04
1078.9,0.925581089,4.16E-05
1079.65,0.925633609,7.00E-05
1080.65,0.925786849,1.53E-04
1081.15,0.925853704,0.000133711
1081.9,0.925938672,1.13E-04
1082.9,0.926122587,1.84E-04
1083.4,0.926209796,1.74E-04
1084.4,0.92638544,1.76E-04
1085.15,0.92654141,2.08E-04
1086.65,0.926878202,2.25E-04
1087.4,0.927050601,2.30E-04
1087.9,0.927176754,2.52E-04
1089.15,0.927486644,2.48E-04
1089.65,0.927611002,2.49E-04
1090.4,0.927777078,2.21E-04
1091.15,0.927953714,2.36E-04
1092.15,0.928200566,2.47E-04
1092.65,0.928307086,2.13E-04
1093.65,0.928479109,1.72E-04
1094.65,0.928601682,1.23E-04
1095.9,0.928670218,5.48E-05
1096.4,0.928696018,5.16E-05
1097.4,0.928749831,5.38E-05
1098.4,0.928808617,5.88E-05
1098.9,0.928839973,6.27E-05
1099.9,0.928906062,6.61E-05
1100.65,0.928957974,6.92E-05
1101.15,0.928993395,7.08E-05
1101.9,0.929047343,7.19E-05
1102.65,0.929101819,7.26E-05
1103.15,0.929138213,7.28E-05
1104.15,0.929210714,7.25E-05
1104.9,0.92926451,7.17E-05
1105.65,0.929317575,7.08E-05
1106.65,0.929386849,6.93E-05
1107.15,0.929420723,6.77E-05
1108.4,0.929502899,6.57E-05
1109.15,0.929550407,6.33E-05
1109.65,0.92958132,6.18E-05
1110.65,0.929641277,6.00E-05
1111.4,0.929684533,5.77E-05
1111.9,0.929712512,5.60E-05
1113.15,0.929779269,5.34E-05
1113.65,0.929804658,5.08E-05
1114.15,0.929829279,4.92E-05
1115.15,0.92987622,4.69E-05
1115.9,0.929909441,4.43E-05
1116.4,0.92993065,4.24E-05
1117.65,0.929980401,3.98E-05
1118.15,0.929998987,3.72E-05
1119.15,0.930033932,3.49E-05
1119.65,0.930050331,3.28E-05
1120.65,0.930081117,3.08E-05
1121.65,0.930109369,2.83E-05
1122.15,0.930122604,2.65E-05
1122.9,0.930141417,2.51E-05
1123.9,0.930164723,2.33E-05
