T(K),a,da/dT
881.15,0.986993264,0.00036798
881.9,0.987301152,0.00036011
883.15,0.987803078,0.00035027
883.65,0.988065898,0.00033884
884.4,0.988363015,0.00032703
885.65,0.988872612,0.00031523
886.15,0.989139956,0.00030477
886.9,0.989427986,0.00029550
888.15,0.98990938,0.00028525
888.9,0.990204347,0.00027542
889.65,0.990521278,0.00026613
890.65,0.990833043,0.00025490
891.4,0.991097943,0.00024187
892.15,0.991297115,0.00023234
893.15,0.991483291,0.00021927
893.9,0.99162077,0.00020491
894.65,0.991698245,0.00019156
895.4,0.991743004,0.00017850
896.4,0.991750245,0.00016190
897.15,0.991748355,0.00014972
897.9,0.991733498,0.00013766
898.9,0.991702962,0.00012169
899.65,0.991677529,0.00011122
900.4,0.991653507,0.00010127
901.4,0.991626801,0.00009122
901.9,0.991611866,0.00008106
902.65,0.991604518,0.00007452
903.9,0.991596588,0.00006703
904.65,0.991600824,0.00006263
905.15,0.991607675,0.00006160
906.4,0.991636918,0.00005948
906.9,0.991648352,0.00006014
907.65,0.991681397,0.00006313
908.65,0.991724446,0.00006694
909.4,0.991768012,0.00006986
910.15,0.991821479,0.00007201
911.15,0.991902112,0.00007445
911.9,0.99197437,0.00007441
912.65,0.992050838,0.00007679
913.65,0.992178704,0.00007661
914.65,0.992300767,0.00007773
915.15,0.992368767,0.00007827
916.15,0.99250697,0.00007845
916.9,0.992624045,0.00008055
917.65,0.992715488,0.00008188
918.9,0.992868393,0.00008335
919.65,0.992978155,0.00008597
920.15,0.993037127,0.00008842
921.4,0.993146165,0.00009183
922.15,0.993207808,0.00009389
922.9,0.993283582,0.00009593
923.9,0.99331639,0.00009715
924.4,0.993367003,0.00009697
926.15,0.993404299,0.00009558
926.9,0.99345108,0.00009183
927.65,0.993470183,0.00008864
928.65,0.993481817,0.00008954
929.4,0.993531721,0.00008621
929.9,0.993557898,0.00008790
931.15,0.993640361,0.00008840
931.9,0.993714548,0.00009583
932.65,0.993800832,0.00009807
933.65,0.993942772,0.00010636
934.4,0.994031136,0.00011226
935.15,0.994129009,0.00012242
936.15,0.994244943,0.00013104
936.9,0.994313297,0.00014238
937.65,0.994359538,0.00015104
938.65,0.994378695,0.00016385
939.4,0.994356503,0.00017658
939.9,0.994275514,0.00018911
940.65,0.994244275,0.00020325
941.65,0.994039218,0.00021605
942.4,0.993936915,0.00022865
943.4,0.993598928,0.00024125
944.15,0.993440631,0.00025229
944.9,0.993171765,0.00026210
945.65,0.992977962,0.00027008
946.65,0.992601153,0.00027797
947.4,0.99233805,0.00028430
947.9,0.992157173,0.00029007
949.15,0.99171671,0.00029583
949.65,0.991520272,0.00030181
950.4,0.991196609,0.00030853
951.4,0.990807674,0.00031708
952.4,0.990386236,0.00031535
952.9,0.990167272,0.00031925
953.9,0.989749489,0.00031979
954.65,0.98942604,0.00031737
955.4,0.989111625,0.00031215
956.4,0.988712176,0.00030829
957.15,0.988432279,0.00029892
957.9,0.988172239,0.00029249
958.9,0.987858075,0.00028098
959.65,0.987645738,0.00027141
960.4,0.987451998,0.00026179
961.15,0.987275651,0.00025063
961.9,0.987115182,0.00023975
962.65,0.98690696,0.00022876
963.65,0.986795267,0.00022045
964.4,0.98667921,0.00021200
965.15,0.986513733,0.00020399
966.15,0.986447342,0.00019754
966.9,0.986307379,0.00019084
967.65,0.986233175,0.00018562
968.4,0.986167964,0.00018150
969.4,0.986096258,0.00017852
969.9,0.986117801,0.00017673
971.15,0.986026142,0.00017625
971.65,0.98606749,0.00017586
973.4,0.986117849,0.00017700
974.15,0.986175952,0.00017972
975.15,0.986288771,0.00018053
975.9,0.986399692,0.00018124
976.65,0.986531877,0.00018275
977.65,0.986737554,0.00018249
978.4,0.986910611,0.00018047
979.15,0.987088366,0.00018264
980.15,0.987356249,0.00017951
980.9,0.9875663,0.00017814
981.4,0.98770964,0.00017770
982.65,0.9880783,0.00017688
983.4,0.988303426,0.00017556
983.9,0.988439329,0.00017352
984.9,0.988730539,0.00017442
985.65,0.988966077,0.00017567
986.4,0.98914432,0.00017478
987.65,0.98951702,0.00017395
988.15,0.989594789,0.00017093
988.9,0.989705142,0.00016665
989.65,0.989826698,0.00016126
990.4,0.989923561,0.00015512
991.15,0.989995601,0.00014864
992.15,0.99005478,0.00014158
992.9,0.990110273,0.00013376
993.65,0.990074211,0.00012621
994.65,0.990078933,0.00011876
995.4,0.990068197,0.00011118
995.9,0.990013924,0.00010472
997.15,0.989932343,0.00009770
997.9,0.989893654,0.00009029
998.4,0.989849275,0.00008578
999.4,0.989788872,0.00007943
1000.15,0.989749858,0.00007798
1001.15,0.989700393,0.00007727
1001.9,0.989660881,0.00007592
1002.9,0.98961185,0.00007503
1003.4,0.989580246,0.00007579
1004.4,0.989526965,0.00007826
1005.15,0.989476176,0.00008008
1005.9,0.989417198,0.00008282
1006.9,0.98933684,0.00008617
1007.65,0.989273375,0.00008954
1008.15,0.989229509,0.00008917
1009.15,0.989130405,0.00008950
1010.15,0.989023492,0.00008931
1010.9,0.988937972,0.00008907
1011.65,0.988852984,0.00008720
1012.4,0.988758065,0.00008682
1013.65,0.988604438,0.00009101
1014.15,0.988552784,0.00009108
1014.65,0.988493646,0.00009389
1015.9,0.988330427,0.00009807
1016.4,0.988267042,0.00010170
1017.15,0.988171375,0.00010453
1018.15,0.988069277,0.00010857
1018.9,0.987985342,0.00011132
1019.65,0.987911926,0.00011350
1020.65,0.987837131,0.00011527
1021.4,0.987802489,0.00011600
1021.9,0.987761694,0.00011572
1022.9,0.987768067,0.00011437
1023.65,0.987798708,0.00011283
1024.15,0.987884195,0.00010925
1025.4,0.987952469,0.00010678
1026.15,0.988050448,0.00010461
1026.65,0.988142626,0.00010215
1027.9,0.988340953,0.00009980
1028.4,0.988415768,0.00009800
1028.9,0.988513781,0.00009553
1030.15,0.988713813,0.00009515
1030.65,0.988787732,0.00009337
1031.4,0.988892083,0.00009169
1032.15,0.988982337,0.00008986
1032.9,0.989056302,0.00008829
1033.65,0.989112522,0.00008638
1034.65,0.989181024,0.00008836
1035.15,0.989192504,0.00008988
1035.65,0.989218053,0.00008739
1036.9,0.989167368,0.00008913
1037.4,0.989143928,0.00008832
1038.4,0.989081439,0.00008567
1039.15,0.989025565,0.00008385
1039.65,0.988997683,0.00008225
1040.9,0.988883786,0.00007893
1041.65,0.988838587,0.00007672
1043.15,0.988764883,0.00007482
1043.9,0.988748573,0.00007310
1044.4,0.988748178,0.00007189
1045.4,0.988774289,0.00007133
1046.15,0.988822227,0.00007145
1046.9,0.988885899,0.00007167
1047.9,0.988984706,0.00007337
1048.4,0.989037219,0.00007403
1049.15,0.989117595,0.00007499
1050.15,0.989225193,0.00007569
1051.15,0.989331056,0.00007582
1051.9,0.989408424,0.00007553
1052.9,0.989508139,0.00007588
1053.65,0.989580011,0.00007503
1054.15,0.989626444,0.00007527
1055.15,0.989715704,0.00007593
1055.9,0.989779564,0.00007758
1056.4,0.989820733,0.00008000
1057.65,0.989919063,0.00008164
1058.4,0.989975187,0.00008207
1059.15,0.990029432,0.00008185
1059.9,0.990082071,0.00008122
1060.65,0.990133412,0.00008044
1061.65,0.990200433,0.00007967
1062.15,0.990233565,0.00007767
1062.9,0.990283061,0.00007577
1063.65,0.990332574,0.00007415
